open_time,open,high,low,close,volume,macd,signal,hist
2024-09-24,63339.99,64688.0,62700.0,64262.7,23185.04759,1286.1476991449963,636.964339386064,649.1833597589323
2024-09-25,64262.7,64817.99,62947.08,63152.01,17813.11168,1290.3535662597205,767.6421847607953,522.7113814989252
2024-09-26,63152.01,65839.0,62670.0,65173.99,28373.30593,1440.2414272042006,902.1620332494764,538.0793939547242
2024-09-27,65173.99,66498.0,64819.9,65769.95,22048.80487,1588.8028974347253,1039.490206086526,549.3126913481992
2024-09-28,65769.95,66260.0,65422.23,65858.0,9127.23316,1694.1151274166477,1170.4151903525506,523.6999370640972
2024-09-29,65858.0,66076.12,65432.0,65602.01,8337.74111,1736.8976993122706,1283.7116921444947,453.18600716777587
2024-09-30,65602.01,65618.8,62856.3,63327.59,30011.08752,1569.1878886970153,1340.806931454999,228.3809572420164
2024-10-01,63327.6,64130.63,60164.0,60805.78,43671.48108,1218.738801876556,1316.3933055393104,-97.65450366275445
2024-10-02,60804.92,62390.31,60000.0,60649.28,31534.70118,917.7973372522465,1236.6741118818977,-318.8767746296512
2024-10-03,60649.27,61477.19,59828.11,60752.71,26221.43472,679.8085847716284,1125.3010064598438,-445.4924216882155
2024-10-04,60752.72,62484.85,60459.9,62086.0,21294.65994,591.9623703236139,1018.6332792325979,-426.6709089089841
2024-10-05,62086.0,62370.56,61689.26,62058.0,7807.46141,514.1573604817313,917.7380954824247,-403.5807350006934
2024-10-06,62058.01,62975.0,61798.97,62819.91,8906.86177,508.1188215972725,835.8142407053942,-327.69541910812177
2024-10-07,62819.91,64478.19,62128.0,62224.0,25966.1852,450.0602646752959,758.6634454993746,-308.60318082407866
2024-10-08,62224.01,63200.0,61860.31,62160.49,19702.22371,394.3775746119136,685.8062713218825,-291.4286967099689
2024-10-09,62160.5,62543.75,60301.0,60636.02,20011.15684,224.6470616037186,593.5744293782498,-368.92736777453115
2024-10-10,60636.01,61321.68,58946.0,60326.39,23967.92481,64.40740541092964,487.74102458478575,-423.3336191738561
2024-10-11,60326.4,63417.56,60087.64,62540.0,23641.35209,114.7138012096184,413.1355799097523,-298.4217787001339
2024-10-12,62539.99,63480.0,62487.23,63206.22,10911.30116,205.96611927173217,371.7016877821483,-165.73556851041616
2024-10-13,63206.23,63285.72,62050.0,62870.02,11909.21995,248.29353519764118,347.0200572652469,-98.72652206760574
2024-10-14,62870.02,66500.0,62457.81,66083.99,37669.95222,535.0115558211037,384.61835697641834,150.39319884468534
2024-10-15,66084.0,67950.0,64800.01,67074.14,43683.95423,832.5375086648855,474.2021873141118,358.3353213507737
2024-10-16,67074.14,68424.0,66750.49,67620.01,29938.25544,1099.6994659223783,599.3016430357651,500.3978228866132
2024-10-17,67620.0,67939.4,66666.0,67421.78,25328.22861,1280.6689826805596,735.575110964724,545.0938717158356
2024-10-18,67421.78,69000.0,67192.36,68428.0,28725.635,1488.1279603950243,886.085680850784,602.0422795442403
2024-10-19,68427.99,68693.26,68010.0,68378.0,8193.66737,1629.7197183149692,1034.8124883436212,594.907229971348
2024-10-20,68377.99,69400.0,68100.0,69031.99,12442.47378,1774.2512697529164,1182.7002446254803,591.5510251274361
2024-10-21,69032.0,69519.52,66840.67,67377.5,31374.42184,1735.2867443011273,1293.21754456061,442.06919974051743
2024-10-22,67377.5,67836.01,66571.42,67426.0,24598.96268,1688.8525805505778,1372.3445517586035,316.5080287919743
2024-10-23,67426.01,67472.83,65260.0,66668.65,25530.2407,1572.8109698565531,1412.4378353781935,160.3731344783596
2024-10-24,66668.65,68850.0,66510.0,68198.28,22589.83877,1585.9931726477662,1447.148902832108,138.8442698156582
2024-10-25,68198.27,68771.49,65596.29,66698.33,34479.71125,1458.592981983922,1449.4377186624708,9.15526332145123
2024-10-26,66698.32,67454.55,66439.9,67092.76,11842.9077,1373.620376968276,1434.274250323632,-60.65387335535593
2024-10-27,67092.76,68332.05,66913.73,68021.7,8653.19592,1365.4960809934128,1420.5186164575882,-55.02253546417546
2024-10-28,68021.69,70270.0,67618.0,69962.21,29046.75459,1498.3682014576334,1436.0885334575974,62.279668000036054
2024-10-29,69962.21,73620.12,69760.0,72736.42,50128.60594,1806.6993704656925,1510.2107008592166,296.4886696064759
2024-10-30,72736.41,72961.0,71436.0,72344.74,26885.99056,1996.435079854171,1607.4555766582075,388.9795031959634
2024-10-31,72344.75,72700.0,69685.76,70292.01,29352.10297,1958.5864751886838,1677.681756364303,280.9047188243808
2024-11-01,70292.01,71632.95,68820.14,69496.01,38301.86755,1843.1143607050326,1710.7682772324492,132.34608347258336
2024-11-02,69496.0,69914.37,69000.14,69374.74,10521.67243,1721.966642967629,1713.0079503794855,8.958692588143549
2024-11-03,69374.74,69391.0,67478.73,68775.99,24995.70243,1559.6632556466793,1682.3390114329243,-122.67575578624496
2024-11-04,68775.99,69500.0,66835.0,67850.01,29800.39187,1340.8611914419744,1614.0434474347344,-273.18225599276
2024-11-05,67850.01,70577.91,67476.63,69372.01,33355.06888,1275.5677087580407,1546.3482996993957,-270.78059094135506
2024-11-06,69372.01,76400.0,69298.0,75571.99,104126.994787,1704.4607612562977,1577.9707920107762,126.48996924552148
2024-11-07,75571.99,76849.99,74416.0,75857.89,44869.422345,2043.8708649371983,1671.1508065960606,372.7200583411377
2024-11-08,75857.89,77199.99,75555.0,76509.78,36521.099583,2338.501107251999,1804.6208667272483,533.8802405247509
2024-11-09,76509.78,76900.0,75714.66,76677.46,16942.07915,2556.0633642536122,1954.9093662325213,601.153998021091
2024-11-10,76677.46,81500.0,76492.0,80370.01,61830.100435,2991.9515899471444,2162.3178109754463,829.6337789716981
2024-11-11,80370.01,89530.54,80216.01,88647.99,82323.665776,3959.7148255765787,2521.797213895673,1437.9176116809058
2024-11-12,88648.0,89940.0,85072.0,87952.01,97299.887911,4617.289157473409,2940.8956026112205,1676.393554862189
2024-11-13,87952.0,93265.64,86127.99,90375.2,86763.854127,5273.166948475511,3407.349871784079,1865.8170766914322
2024-11-14,90375.21,91790.0,86668.21,87325.59,56729.51086,5483.664511813622,3822.6127997899875,1661.0517120236345
